"","TestSignal_plasma_09202017_50RP_014_NEG_matrix_1","TestSignal_plasma_09202017_50RP_015_NEG_matrix_2","TestSignal_plasma_09202017_50RP_016_NEG_matrix_3","TestSignal_plasma_09202017_50RP_017_NEG_NIST_1","TestSignal_plasma_09202017_50RP_018_NEG_NIST_2","TestSignal_plasma_09202017_50RP_019_NEG_NIST_3"
"group","matrix","matrix","matrix","plasma","plasma","plasma"
"238.0002/26.068","12647.8566043945","12202.4510335744","11512.7946032659","34677.6135410364","51611.3728637365","36839.7768505345"
"238.0723/341.932","4946.21865617734","8889.44459048382","8108.0493519172","198303.786673126","187753.750667788","189644.303773318"
"239.0927/335.264","3487.67777085211","2542.67310890852","2343.3890272515","568733.405137825","567747.654837039","546025.671749877"
"239.1649/419.536","5379.22125929828","5687.26338250943","4931.93571174802","20806.1771691895","25078.3794975538","25219.0966094529"
"240.0226/34.202","1500.61253630006","1408.06496714274","1824.944545765","18043.7099903966","15757.6929769229","18677.7865843988"
"240.0957/335.264","1607.81838374366","749.969689237708","1106.64397753926","77630.8690273363","74239.9556741714","71505.6365375519"
"240.9135/232.803","17911.0044556528","18092.789406637","18181.8197289909","156951.999577182","142516.117365364","150096.718445964"
"240.9783/255.234","2073.1913723423","1873.38387410481","1295.64347766417","8077.48932578728","8329.13966053603","8724.15509426874"
"241.0299/102.609","3474.90213143823","3587.90950602965","3165.65240923043","11596.1381461356","11554.1048254614","10934.2198630371"
"241.0867/343.752","11545.7965936306","11450.7824875576","11571.0977525137","109080.016590913","109164.623848931","106601.079659462"
"241.1446/337.69","11465.4768952193","11096.7903238296","11117.9439786983","70061.1297304757","72410.2947503052","69116.379688194"
"241.1809/446.211","3702.30946822276","3844.03435473442","2501.9779788653","34115.1988239858","29163.2293446229","28708.2010007506"
"241.9168/232.196","2308.9801011252","2808.10632772445","2463.9720559107","11315.1061587139","9049.34004047647","11444.1025495139"
"242.1482/337.69","2413.1387193318","2288.70058502984","1922.95416807097","9963.8348144262","8466.39601102992","11496.14069891"
"243.033/228.559","2216.92567994205","2126.5826933581","1801.15911106823","31526.5485295296","31014.0405820239","28930.02446757"
"243.1351/157.013","300.705480307395","184.074663102992","303.760885600233","5989.16400187683","7411.72678778311","5839.79597883606"
"243.1715/111.61","471.867442268785","572.00347070694","870.273473077323","16180.1966509046","18018.3648846897","16753.3414049054"
"244.041/240.078","3299.25278258335","2965.03447119141","2925.16126092755","31798.2016977377","29471.0836308085","28481.5710638451"
"244.9081/291.003","31750.1464599882","30674.9859398157","27986.4682040353","129726.107251869","138825.584027687","122944.490471713"
"245.0489/240.077","8762.2238962169","9583.59034667856","9633.12208738721","515070.398961639","524520.627177556","512604.897352446"
"245.1143/37.859","693.555864528722","573.043519605196","422.411170306448","13247.0517247721","14150.9398510742","14117.9012569569"
"246.0381/73.961","1541.10555707224","1088.82504905162","1366.02150865554","11011.0250402895","9973.91174885188","8090.38623304654"
"246.0522/240.077","1634.451616719","2118.10153548563","1426.18860313939","63979.9129516605","69920.8934739844","63786.783961068"
"246.9053/291.003","23907.5378914548","23021.1668545694","21921.0992291701","135729.567285538","127675.135121368","120456.856378659"
"248.9027/291.003","12427.4778975071","10595.818642082","10110.7907778332","43159.2217203409","39463.7443141113","44704.6926094239"
"249.1862/411.048","806.223403272751","0","0","8964.88455827922","7895.08085517887","8816.29606353116"
"250.0933/26.672","536.136879610095","711.650118999481","581.689374511835","7822.41330778395","8264.66211719954","7708.17829837799"
"251.2375/598.993","722.989522672382","407.021510665896","458.2239956595","5626.9096323111","5012.7938510895","4961.65715792036"
"252.8804/28.685","7178.90764908718","6197.303775","5612.7736938694","18522.900649174","21314.6034277121","18805.4781685101"
"252.9936/237.656","15798.3434643778","17074.7330307596","15185.8460206486","90003.8826931437","85926.6580092607","86477.3684444429"
"253.0828/417.716","5102.62821189351","4811.50696830596","4004.2894242215","164000.719325212","164840.79614557","155515.128876643"
"253.1079/298.279","1959.01980732491","1694.95956456714","1928.76229088164","15535.2163798127","13952.7325704679","12375.1347944259"
"253.2173/555.945","2467.72420638596","3147.37060532309","2807.43727544323","145274.75706433","144383.804795955","136071.42486297"
"254.0864/417.716","1675.84906043193","1145.56052380787","877.557966207281","21016.8428733062","23513.8869733392","22503.135043869"
"254.2204/555.945","754.553229632322","731.457119995706","893.052478812528","24879.2863955105","26414.7101285824","25442.1206245797"
"254.9941/102.609","7771.92337392014","7574.46338107178","7092.15992669284","22777.0004810157","22817.5860319941","24665.5315216029"
"255.0871/230.378","3149.35598666272","3700.58637636719","4160.10464052734","130298.450274944","130884.870990362","124260.910125054"
"255.1028/368.609","3293.63417110904","2489.42699061585","3300.09282866444","16479.026788044","16667.501959025","16352.2766736145"
"255.1144/250.991","3078.73745481561","3325.53498287354","2662.50381110821","10856.2000076294","10926.7265761892","9901.01353929608"
"255.1247/317.68","5863.85390938565","4948.71964233086","4748.04136511759","21775.9523048676","22233.4313539505","23059.3732961904"
"255.2329/588.686","223061.623798295","79709.116701073","81467.8003954815","487977.510899948","497297.073244963","487192.158441652"
"255.6311/346.78","425.457290310039","397.902731893366","272.222251428369","25371.3968386314","17893.2722653614","19534.5837723965"
"255.822/53.582","17616.0624000982","15396.8917208591","13239.0482841596","264240.191726496","274902.530297852","298849.43521495"
"255.9599/36.637","893.027471353279","1450.29657749221","624.834049583974","9816.27829477539","8512.75620000543","7560.8486881256"
"256.0907/229.771","399.851277968846","108.804964054455","302.13860129239","17553.2276927845","18284.9439590424","17999.7235906601"
"256.2359/588.684","15186.1625538056","13701.5348615885","14124.0243588826","92372.4725108895","89853.2085086312","91466.693581546"
"257.0793/283.729","2785.73304906357","2770.45387434959","2363.75960646267","23531.9887266167","25092.4878072023","22899.1768394165"
"257.2389/588.686","3056.41694174598","2833.39173394407","3444.59955850269","8352.88736567812","11163.1791744808","8618.59499830548"
"260.8736/33.585","5526.75878225437","6825.80526769326","6851.96711709867","101169.942138948","109854.579163115","105679.382739603"
"260.9938/32.363","1078.51284229991","904.506636385137","1081.05958132178","27464.7850187655","26221.2102220825","28453.8792658597"
"261.1239/85.294","1325.45645915543","1194.43841976493","769.168472844051","4290.7862988472","3551.53753307199","3411.89167063761"
"261.8892/237.656","3264.88555869361","4570.86575958609","3825.11547969321","49010.0519764464","46764.9250113552","48350.3729506108"
"262.8392/463.187","993.335241969675","588.234049327596","681.609918906447","8003.71741301676","7985.1228577995","7223.55820487645"
"263.0352/87.298","5097.48732373052","3842.71156675946","4284.41872738797","57226.7632888314","56388.8588721401","88407.646386308"
"263.1291/300.704","2253.52613396198","2171.44307940166","2308.28679285682","16346.0115030817","15279.5430238574","14824.2167509816"
"263.8866/237.653","2854.56783797056","2666.72819600075","2736.3533982599","31753.3594333648","28660.4411632527","29825.757160759"
"264.8366/463.793","919.206725173376","906.432594880535","272.757820190798","14801.0604990393","13983.8741819932","14374.8711765301"
"265.1088/75.173","229.388849474257","360.858400693026","81.9250899044035","8880.43924662429","8639.22143713887","7914.10003200276"
"265.1477/415.2915","348235.514457088","342796.683687561","332241.329208085","1294071.17517439","1340928.49907333","1339307.58793866"
"266.1509/415.2915","46060.8976015092","46512.7794931412","39615.5555764497","180889.397005819","192991.503773105","182899.324588086"
"266.8335/463.793","421.175845381105","288.752371788025","468.580575137166","7596.13157596588","7552.00397071747","7617.05524897679"
"267.1239/391.04","3800.83075939069","3444.57164591882","3128.15063782897","681703.743360109","705950.278422636","677046.480501557"
"267.1468/415.291","15782.0378762093","13765.2623175572","10656.873557883","61920.0170529466","55019.636913308","58305.6082255811"
"267.2327/578.377","2255.40959449649","2348.30385867926","1966.64725467734","13981.3624320904","11910.8399557823","13284.8709853739"
"267.9969/27.884","2302.57153870534","1772.51630584168","2066.63708757521","10378.6272966745","11330.1608710532","10210.5454897705"
"268.127/391.041","1802.99759159373","1715.07033029938","1212.40117374935","111495.471058339","115997.245511432","112914.973774571"
"269.0784/334.659","1821.73094666116","1826.9752304554","1872.82660953513","14723.6589645997","14309.1560012745","14269.1410739144"
"269.9609/53.582","286.256768057655","552.849016907325","659.22121629778","10319.3281484026","10726.741678686","8968.70070005289"
"271.2276/532.9085","31096.7632695153","16724.8234034423","13625.2108915137","248318.803920357","248465.073733613","255817.532652873"
"271.9185/237.653","3731.84701425332","3808.44047074529","3695.72074712089","14701.231121322","14297.4629991531","13578.4297671669"
"271.9841/104.398","3783.28102406859","4343.14606678329","4686.7457073057","27343.4277288661","27976.063526535","28874.9845779864"
"272.231/532.907","3081.1241056509","3553.95698385304","2036.59564484555","43461.0649821858","49674.6761825372","42286.5069713643"
"273.1108/418.323","2740.32587140403","2207.61200332928","2762.16815640291","12993.2764306641","14367.4740509033","15430.7446448452"
"277.0741/26.23","6391.58490228446","6698.20792873158","5206.21078765242","88079.0137477875","93943.8480148315","85937.3831702101"
"277.2171/548.67","2737.52736080148","2827.33111722876","3564.98096289796","110435.918215752","114204.559455223","113896.788532639"
"278.2203/548.67","785.310310631299","1032.04687764321","1920.33182237028","23839.401267147","23424.7359081683","22493.0130701723"
"279.2329/572.315","7925.37606853185","5524.40787267456","6038.78691573565","952680.235756303","973516.751469282","948947.163004147"
"280.1665/437.724","10912.0237590848","10268.126184966","10209.8094587715","134927.743002402","134245.716787997","134333.712395504"
"280.236/572.315","2041.22195932595","1537.17307158661","958.986282166237","201480.927582927","205401.640034928","208364.916718866"
"281.1036/283.728","1992.45286224242","2599.34888795166","1663.46495474055","10800.8697719294","9685.02146731153","9249.93774642944"
"281.1623/438.33","8792.73955291672","7005.52146528676","7694.34083021871","37616.9445863723","39444.2423219205","34227.2649010397"
"281.2395/572.315","4086.31407102619","4126.87781953812","2887.25981772598","23891.1521736145","21299.8945595405","21583.55273668"
"281.2486/599.597","18759.5126643816","16759.8126347268","14821.070924491","1794223.9865604","1815300.27140381","1804219.75660133"
"282.2519/599.596","4744.98266498142","3958.51578306385","1758.00471825585","353481.075153894","363903.25489461","366087.767212781"
"282.7778/24.998","454.377539173319","369.075806979093","338.291196951592","69319.1278538654","66907.9883290538","68313.1351114873"
"282.9912/189.761","865.278912935173","690.738193702696","1109.66740202308","10225.0147250434","12753.2556078142","10748.2680308181"
"283.0282/184.301","1650.18659689486","1551.69718977772","1300.67017244806","7094.7019220581","7593.85082191569","8316.33033321707"
"283.0701/528.664","1235.64835277592","1453.24872899347","1299.78297764455","8325.81625826063","9211.96198418883","8657.55412852476"
"283.0825/149.131","475.156004098803","210.555998893229","390.83246262129","25199.8273554216","24854.5128004106","27091.2233040187"
"283.1033/37.859","145.011850309852","98.3177387158624","702.610700612377","28490.1942236522","31853.6024412069","30539.0776119232"
"283.1184/269.785","3246.38932476595","3625.96988145049","3070.4335822186","22195.6577418047","18373.2832999321","18300.4898839154"
"283.1705/508.051","2300.1348945902","1253.78269566447","1428.08886923846","5403.86235304139","6482.76793646373","6634.355229187"
"283.1914/407.41","3739.81489495161","3703.39588424458","3828.14942671512","40378.7865778381","42432.3205166364","38438.0132208953"
"284.2229/480.768","1108.31463539312","469.451542213948","754.316585462354","8681.54410256589","8495.9829023062","8409.24642599729"
"284.2673/630.516","18706.7092963755","20670.8856481785","18368.1517045029","69488.6184317959","71648.1303374205","72502.3100449372"
"285.068/528.666","1599.49682562917","1311.0872385604","2140.7447038203","8063.40161760271","8455.89761210366","8944.69407634893"
"285.207/428.63","10532.5272338595","10909.5450347362","9366.85629636599","44752.5644545923","41510.4866604498","40693.1358220044"
"286.1155/266.15","873.265019189075","1326.79495643682","963.238199076327","10989.0403251301","9943.39851311412","10796.676172066"
"286.2143/588.684","1625.23758081417","1497.22279262543","1625.57970584277","11245.6833478928","13543.0535798776","12565.3153958852"
"289.1054/391.644","4183.7092205375","3493.43131134147","2811.66324926874","24088.9733243341","24817.399262736","21108.2584141061"
"289.8978/87.298","3092.35653102421","3271.83077316284","3612.11585297169","19309.0564650635","22319.7372833844","23858.1102535248"
"291.0664/335.871","4808.08614003938","2461.49592726899","1535.08472008355","12630.6198097916","12209.8829596535","11081.5019191742"
"291.8946/87.074","4729.52929595237","4145.71183198616","4730.77271555971","21277.1754936218","22994.2148237962","19102.5386773522"
"292.8185/29.918","449.47867259058","509.045041876899","75.2060997391204","126693.268649673","122393.579475537","125410.185408783"
"293.1143/73.359","1373.23142220718","396.647651720047","312.87950806685","15593.7188844123","15939.2636758688","15928.2730172586"
"293.1791/461.3635","140819.795681127","151665.615797467","141512.530296818","1118455.85878758","1142371.05016813","1098885.95201544"
"294.1129/226.134","1526.99707962932","1457.30418732005","1271.42459994118","22285.0681081884","22087.6428663279","19686.6198237416"
"294.1178/73.359","212.748243480559","0","83.4388545136753","1978.46651525803","2689.58961950683","2481.32490864716"
"294.1818/461.3665","23200.3153091489","23471.2584226481","25805.7931180339","179538.633818737","180956.358504574","175788.905121377"
"294.6144/226.133","104.319063123175","0","82.566213518771","7043.77282048313","6882.56231031418","8524.04457884699"
"295.0282/223.709","12820.9766140942","13068.4333660209","12764.7554856924","65465.7564660321","69103.1954229645","59610.7953215332"
"295.1783/461.368","16862.8687281157","4574.25451066015","12198.5150755499","49094.2465733276","53818.265728486","48505.6721599579"
"295.1887/542.608","6108.40820196223","5192.66635960489","4565.81506834179","17230.638372909","18872.5157571546","16729.2823712989"
"295.1909/406.804","7623.92854185051","7609.13588613016","7027.63917410257","47698.5509592147","48000.7630330935","46445.291879386"
"295.2276/599.597","5336.81163174799","5671.55571672199","4412.45643736843","29883.9955375506","29757.5363586222","27287.2848060137"
"296.2307/598.993","1051.69480871198","919.049037224509","1050.16501367141","4822.43669859485","5359.89911019207","4775.45561270475"
"297.038/237.653","3498.23328594677","3103.65859658696","2347.23946663775","86692.592886157","97730.6105753176","96585.4034654806"
"297.0744/333.446","1612.72297993533","767.154875709534","1197.24458445301","9949.07169430751","10343.2776312115","9941.68584184647"
"297.243/531.695","17657.5007614311","15939.2630971207","16497.6725478849","70381.482435913","69841.2693123582","81429.5876971412"
"297.2429/458.943","25740.9307417307","24908.7796161652","21331.4509986451","86811.7612792898","91792.2056206093","93610.2657972565"
"298.0411/237.653","1256.05858862618","1415.31136493683","1303.05377762869","13026.3379201285","14407.3581535374","15270.2796331294"
"299.014/237.653","3722.2847869862","3808.34817509822","3962.87417536006","90732.0833996967","89844.6059925168","90385.1181283951"
"299.2588/578.377","11544.2836087984","9215.25910341914","8478.61255755961","84403.6992998183","86067.9736362456","123877.272488921"
"299.9263/87.298","2863.65889920893","3309.57151425834","2399.49500013344","16779.6532549381","16980.4328765429","15560.1101838463"
