"","TestSignal_plasma_09202017_50RP_014_NEG_matrix_1","TestSignal_plasma_09202017_50RP_015_NEG_matrix_2","TestSignal_plasma_09202017_50RP_016_NEG_matrix_3","TestSignal_plasma_09202017_50RP_017_NEG_NIST_1","TestSignal_plasma_09202017_50RP_018_NEG_NIST_2","TestSignal_plasma_09202017_50RP_019_NEG_NIST_3"
"group","matrix","matrix","matrix","plasma","plasma","plasma"
"453.3937/630.519","1717.99202802765","1363.62806242742","2081.05916098047","33393.1572439992","32692.6734896008","30101.5326638218"
"454.1123/572.315","428.708421729505","792.782471111793","1019.1176247436","5325.62124475094","7930.36582380121","6699.91855587052"
"454.1511/311.014","2677.27440167917","2118.29409536244","2203.07592835023","19335.5866666119","19951.2225478864","21138.2920469729"
"454.2837/486.831","2220.63412195001","1356.22624061004","1393.21114277179","27990.8298302112","24129.4031256714","29404.0776765154"
"455.1124/572.315","1067.92614549225","907.222931457517","1131.34540085004","8232.33540598666","7547.08484890052","5692.33768495721"
"455.1275/599.597","499.129636108875","1292.55849781336","929.784960711679","10535.5435769558","8405.340419837","9071.6771599965"
"455.228/341.327","1154.95055284682","831.114746305114","864.183884787787","18117.7686968803","22800.7370593959","18921.5625580284"
"455.2468/371.64","1616.58695654237","1705.34250831604","1761.05115300192","69210.1853754915","72646.7082326767","70088.0461164103"
"455.2669/461.368","2163.18536953349","1580.5380062561","1427.92448658197","9971.19007913279","9914.19097604752","10004.5039097786"
"456.1141/571.711","802.468932977257","388.126752281188","654.760650669535","5146.2042347908","5322.8743251625","5608.94635963662"
"456.1287/599.597","1061.0005910889","969.594697046284","817.500959863537","20655.5825761008","21039.0509870629","19615.5055125335"
"456.2186/357.696","1664.48720126003","1089.3525545157","1023.16659008243","27141.7512223729","28793.4854014791","28634.5689939489"
"456.2704/461.368","347.247543654586","383.075277539289","536.691378631922","2597.90907535552","3028.2697077724","3173.64437767069"
"457.1123/572.317","1668.95450693984","1277.25273308754","1405.88920825004","11203.2333187408","11347.7693762248","9270.53364693327"
"457.128/598.99","1201.87959898218","1529.99948201927","1262.07523836582","19693.7815660538","22856.4116207753","20324.0352019799"
"457.1792/555.948","6126.27820847556","3638.76691883213","3566.34308789527","13234.4826995506","14816.6263870858","13570.893576622"
"457.1994/588.683","3431.53480037744","2654.31798477174","2419.73895407064","7557.07745413741","9581.01220722192","8944.98681849587"
"457.2736/600.202","1727.92830504544","1372.33754367065","1142.27716745824","19988.7012761398","18962.2994625933","20181.4561714139"
"457.353/534.12","1744.75540494219","1443.93549455612","1134.97933291152","15596.895234897","20239.6550025035","18601.8977305413"
"458.1295/598.993","1076.93457822315","1137.25758209551","859.119216716992","14238.8930475235","12753.7665602438","12036.8136035919"
"458.1441/630.519","2016.40624235311","1406.36765654197","1303.40431562903","4561.4786427176","5125.65364405596","4552.89753200926"
"459.1282/598.993","1761.46737219812","1175.46383902477","1849.21500166484","27425.2468263626","27123.7681234205","26771.876485443"
"459.1436/630.516","963.894493295811","950.772851997917","1243.3665090645","3787.92774739379","5369.9796636047","5860.62962830978"
"459.2896/617.178","3323.08194505613","2324.07792505931","2135.01318742744","30586.434965312","31985.3693600622","31610.0128847592"
"459.8172/25.614","1107.79826462821","982.738664836883","1309.96339349873","15580.869610555","19706.1935803528","17172.6645990825"
"459.9122/28.685","1555.96039108744","1016.79086931152","2029.20409443761","7262.08094838368","7767.02123641968","8514.60166900003"
"460.132/598.99","1058.22789787408","826.810783084572","799.720228441794","7260.66567404518","5136.01541743301","4853.96812767791"
"460.2099/588.684","3612.49055094603","2265.72941008317","2395.8549064389","11740.6138427228","12201.0958846656","11756.063054657"
"460.2932/617.178","1116.49817917156","774.258131987527","598.857838367922","11001.6334150052","11291.8361457824","11076.6778807627"
"461.1308/598.993","882.750828005373","1135.50755492764","747.972483736929","12427.5823617907","10478.1607363866","11140.6916290632"
"461.8139/26.066","836.260717406269","1076.6130119535","1539.14046191896","14716.7095569871","11875.9293591132","12606.4034464526"
"462.1768/258.269","206.021686652037","474.628352594191","514.390831854506","52344.8976319011","50570.4923060417","51314.2543997398"
"462.2982/518.357","3610.52788127808","2504.68565529983","2506.287520345","76384.374884063","83884.4117561505","76789.372686577"
"463.2066/571.708","1105.27146992584","1093.06444599066","693.035717081511","15022.4582856144","14734.1814080033","14873.9114512458"
"463.2913/514.113","3819.49443132139","3566.57428188325","2931.61567594202","208194.55190116","207389.676496124","197067.654086722"
"463.3057/413.473","1391.86526963182","1128.93975982475","630.226325820775","30344.6612078067","31467.6542143707","27093.1754044393"
"463.341/516.538","3883.83328667133","4299.67107495532","3540.92953885127","81176.2650037953","102899.125450772","85858.2473332378"
"464.2959/514.113","1383.11116368325","1694.2710834833","1339.85073326377","50616.2077088377","52886.3162731075","42065.5649047533"
"464.301/332.2315","2217.64852127076","486.826103239914","526.118356142643","150477.434731602","151300.905747254","150965.2906858"
"464.3095/413.473","384.538820006419","549.264077634924","0","8025.74668471268","8217.00921306437","9924.200938613"
"464.3143/549.885","1832.88417667203","2939.36068672426","1060.46551675647","140135.325889055","143750.311250877","147331.703644074"
"465.1924/309.195","1263.57485618575","1714.7467745781","1168.39760586261","20600.3426754913","19885.9674053519","20302.5678643503"
"465.2063/574.133","2318.18565773196","2019.10823836328","1421.98736730167","12314.1222275861","14138.2416972577","11007.1162116051"
"465.2489/327.989","2834.13890627259","2038.74955890992","2026.383143282","59814.5475570033","58820.2186406453","54648.532398509"
"465.2853/497.137","1390.7505934095","1617.95789652361","1105.48810968027","27892.8415299835","29300.3813117271","22541.4323667526"
"465.304/583.2285","19778.2662112764","17571.2780734649","15793.5826581926","1288940.0854404","1314679.55132309","1277159.68220167"
"465.3046/332.233","678.722436738351","767.891366495934","210.21742025931","48313.3174469287","47690.5628185273","45594.3291563688"
"465.3174/550.489","1441.71417438211","495.591910647582","1574.51849583369","41679.4808885091","42524.0306256714","39590.4859043461"
"465.3572/574.74","337.337331958115","357.237067266025","160.985384937376","113204.342170392","107362.464117658","114087.168626953"
"465.3573/595.353","572.08343596556","764.196427392957","612.788617077012","79190.7704702425","82141.201565317","84144.2303477087"
"466.2929/505.626","717.771804685665","728.400921886987","698.377435237914","32675.2666917193","29290.1326036329","26883.0776804443"
"466.307/583.227","5561.67139026739","6303.44403892615","5539.84406184609","356405.490179307","363872.568475341","366139.410927387"
"466.3072/332.233","457.466460267348","131.218250806536","232.903077557883","7373.35485833571","8132.20407969226","7500.18662465765"
"466.3281/548.064","443.395503828369","165.170400499979","522.383548771963","13803.9339395228","13980.3105866075","12390.2232241058"
"466.6395/25.459","169.936017437118","0","0","10313.513914444","9213.82884196175","9428.78894541814"
"466.6951/28.685","181.11736079515","0","200.713209652998","23893.827286002","25578.3055803784","23098.7530088034"
"467.3091/583.227","2408.1410447555","2584.3200889814","2259.197126891","149250.049519429","136693.273363542","149707.867547668"
"467.3484/401.954","1405.76502003898","1289.73566019336","1421.6475598462","8695.71699664304","9265.90443582536","7552.6829412321"
"467.3732/578.377","880.061609279376","561.235905763951","403.816495778179","383976.231457757","534206.676217734","422627.536654612"
"467.8007/24.998","840.966737704753","795.60335523653","986.826028786934","8128.80701247853","7929.01520398847","7328.21695231968"
"468.1296/254.021","231.318303778907","238.037392687989","68.6490579672624","3451.14048310344","3630.76106747436","4706.41556981452"
"468.1815/599.597","2127.91498130958","2262.651466259","1643.07829153249","23344.6148492984","24076.4688237881","23652.9504509277"
"468.3102/583.23","411.197383007212","222.155751512799","446.315760016069","24556.5789648249","26499.1334560698","25230.3216811509"
"468.3324/424.385","167.907129429805","184.043288782756","109.320116474759","2581.0243801117","2961.20745906829","3626.4726532936"
"468.6915/28.685","0","94.327644544428","190.032172414987","47934.1362998962","47529.8127902726","46793.0556839069"
"469.1504/588.683","3273.63963135239","3439.43116876918","3459.9744158828","14529.6512108209","13805.6523260073","14267.0650879859"
"469.1841/598.993","1922.60327890707","2331.34149799347","2901.13956575332","7668.81053676059","9967.78924942221","6628.03879092761"
"469.226/311.014","8091.83198510712","7541.30310468596","7131.46036256298","48128.5010902791","50220.6750402439","31335.6150631966"
"469.2384/528.663","1532.64086814662","1283.91418535888","1405.68632008925","12665.497981926","14163.7346064933","12922.6542417929"
"469.2585/429.236","489.129400987594","534.862271785191","404.864338550717","3483.89718363325","4842.07080004012","5517.37280558297"
"469.2835/484.406","4975.04663003393","4708.6807906311","4746.28117306913","28975.855617857","30759.6590324401","28680.4375054288"
"469.797/25.614","1075.55638634328","777.630204174042","815.592789316937","6037.91194237726","7603.49368360029","5158.56265111999"
"470.1604/572.317","1524.39606382948","2031.7305516268","1644.04730667267","19108.6582657821","19297.0025874634","17104.7125190379"
"470.1972/630.516","3717.68607122451","2938.49174707235","3354.95767758042","10590.970923996","9383.65426128263","10567.2995923526"
"470.2295/311.014","1332.60185703496","1526.5402093911","1011.04351290548","12492.9512698725","11684.9477077738","11656.8389785767"
"470.257/304.951","250.730208217353","254.935290598551","0","3048.8808810508","2907.94504150391","3511.83289685351"
"470.287/484.406","773.721108021741","1139.27212523751","1213.55472759672","6774.46858783225","7107.56718275363","6275.73474936993"
"470.3215/384.978","297.697215862572","296.4957021367","279.58632927388","3683.50150231933","2384.80731708853","3021.39474510498"
"470.3482/447.423","156.162863520063","211.622143179758","483.888889486813","5920.77174636305","5916.81524642721","4797.04432938817"
"471.2416/337.69","1159.54619440619","919.000740910847","959.206206460693","53544.5957922119","54998.7068217131","53687.1713639259"
"471.2541/555.945","1093.18768033997","672.951977252961","969.397160791343","14413.5321037292","16013.0375569161","15881.5638301226"
"471.2663/518.966","571.451635253616","260.23831713827","470.246426347937","11643.4991806308","10582.8761137008","14463.1091373444"
"471.2943/515.932","709.52210153794","538.212579480852","667.097804066725","10960.6112510583","13196.8137872538","12344.5485083446"
"471.3792/517.751","516.828842737876","262.877430200016","343.419836438042","3366.65212778639","3192.51532105798","3265.74510488089"
"472.1755/600.203","2522.63551575678","1728.84118232117","1923.48682115832","26838.7938389282","27225.9259347504","27142.881818471"
"472.6858/28.706","170.496075686611","197.878108684721","66.8901251208375","18930.5063098978","15742.0432109481","16172.3261015819"
"472.9473/29.301","5276.17413843289","2361.27819724528","2366.74782517597","32829.9803716954","38087.9956560135","36581.9043493334"
"473.1647/571.105","1708.86903192718","1780.6024432721","980.528675973043","5705.52762436178","4268.14194344428","4073.38210156759"
"473.2752/402.561","862.850457576482","1436.21384015083","1074.53861972134","15756.5691993819","13752.1065676075","11714.6573172869"
"474.126/574.742","724.613208052081","554.51984734535","233.780848409573","12836.4609766584","13257.1032907486","11536.2681174594"
"474.2621/451.061","1064.78803820473","1294.50388321876","479.88106516479","61161.8573481791","60916.7301155511","57620.3098771957"
"475.3057/434.692","2165.29093385197","1776.63072968183","1456.19747687373","49761.4117894162","49892.4506866407","46343.1156438628"
"475.3266/406.801","267.7170575885","1031.07240721993","993.777079956606","12096.2789193379","10292.003235369","12595.3322283325"
"475.3599/680.838","136.712844684635","91.5717386419124","95.2072353674607","16546.3431974133","17333.4644798278","14726.8397017517"
"475.3783/623.847","268.045203871309","489.225134802403","66.3070189647186","159909.960231234","157487.097885943","157017.049602313"
"476.2776/472.886","5316.01261703273","3701.24970143266","2636.55971617279","1514012.81677049","1522009.91063633","1519249.77986995"
"476.3089/434.086","281.095573198253","553.359812152366","204.771615141618","16048.1817611328","14129.7238725253","14859.206047535"
"476.3625/680.838","0","78.5982397349965","238.242950841192","4197.34486687324","5410.80581512589","5733.01897597316"
"477.1775/572.315","2229.99532302842","2161.50956670233","982.866042198613","18109.2556139396","19221.1286215879","16454.5698757935"
"477.2808/472.887","2246.36191964505","1101.36015302822","1161.81830269696","408446.133196366","408754.247511443","399489.6516096"
"477.3211/432.873","859.919238457908","719.641950843034","501.843427706529","22511.6220672247","24249.0465996665","18845.3321005263"
"478.2932/498.35","2161.01831437747","1287.89217080253","1187.17374677852","897099.823912048","901628.128971896","886050.336414834"
"479.1929/599.597","2157.94299672238","1843.40424458044","1531.45259635189","27557.328206822","27760.9273582015","26298.8298665281"
"479.2647/377.704","1169.43307339284","1202.51290851569","849.593967014032","10432.6267883483","9535.72818364045","9595.74683358564"
"479.283/421.354","673.931442136064","952.517974506868","810.368221018463","109877.028092205","105050.505275726","105241.371427705"
"479.2968/498.35","1604.56066371816","832.627617318292","768.1242870429","241331.038178253","234875.255508583","244594.651154093"
"479.3197/594.143","1042.50998988921","1018.0733878835","1222.78414593329","43964.1302612567","42600.0757921254","43536.7679600613"
"479.3715/639.612","938.534293227363","495.106439263916","447.790925030503","7192.18748588565","9387.45582528374","8517.12962391934"
"480.2866/420.748","596.949222971325","99.2969284515381","847.992222585405","32969.4501134087","31540.4826441029","31272.6384231693"
"480.309/529.8775","5408.39887570242","1379.69608553022","2265.46255266072","837365.882243308","850942.920462444","839457.743112279"
"480.309/479.556","4438.8473715549","2218.1311303057","1742.74466811618","803555.647024455","845778.685530286","791400.310916137"
"480.3225/594.143","438.463873406165","398.320950436911","569.091797273054","14389.6450891487","12530.6137354667","13748.9325162411"
"481.1992/572.315","2891.4572000414","2656.2704031057","2203.49341112375","12739.5191140573","13477.8753561152","12804.1009337426"
"481.2072/309.195","1332.37828815012","1623.9657396742","889.848776981557","11084.6961111076","11098.0655476318","10849.798168388"
"481.2435/276.454","2246.33451809466","1465.79412705257","1463.12072887291","29428.407326036","27976.8409533691","29666.3455681182"
"481.2572/479.556","1658.78660721679","1357.78123295375","492.138097701021","10235.2430829592","8566.29002879115","10160.9852694343"
"481.2801/383.766","1785.51514562008","831.63702367805","771.529939872843","67577.5034895857","70095.9009341967","69086.9269247296"
"481.3122/479.556","1762.12404918814","1556.32401723371","863.5505544975","212727.697737759","224930.69558431","217008.194059887"
"481.3123/529.876","4000.69206942378","3448.83833460339","3603.31156112593","232375.642619702","238840.705668275","233174.710272181"
"482.0902/229.771","63.6825239922036","155.795980741883","0","4591.91043794759","5498.60907306672","4683.6069677292"
"482.2474/277.06","1133.88808641722","1362.03003231776","906.616456922653","8125.03998930053","7380.2809572557","7515.05507544636"
"482.2835/383.766","659.155643572079","249.698152569042","592.144860176144","17469.363937102","19847.1449903266","19674.1374532269"
"482.3149/529.876","680.483928381211","1324.22003334253","1118.05957490405","41187.4654050715","41596.6700709607","42887.9074910378"
"482.3149/479.555","619.575286717291","843.814890462988","272.668504422996","39336.0889420175","40797.8321935918","38805.7181216299"
"483.1952/572.923","2421.69538913034","2219.22402034951","1320.82096736337","24877.0824247361","27250.2063786159","25994.1263289453"
"483.2159/599.597","2113.64687922271","2167.94243542198","2273.19540202204","19934.7694195381","19823.0559831276","20395.048602651"
"483.2589/284.945","499.482069658698","332.122687911986","689.500332764389","6253.73745097604","5902.89052952508","5947.83744839111"
"483.2724/478.343","1091.66899225024","815.042505550386","666.794017397865","13730.4583522044","11424.8689548267","13262.6688803972"
"483.2984/505.018","3808.06025183348","3585.22410036112","3600.406629776","17891.4960815938","17965.1689549687","18309.5904799605"
"483.3684/528.057","618.650229701832","1052.22370220701","247.496326644274","120331.062199603","120188.578499054","119339.269281461"
"484.1544/574.74","1393.75934811495","1179.40637908055","882.351065008256","15828.1220214388","15945.4609407382","14471.6357556615"
"484.2676/389.829","635.196187230013","468.308957145996","573.236685669646","13069.3572881018","11397.316082217","9716.02611551284"
"485.1658/240.078","1331.68776605913","2274.87464874308","1730.99951625395","19867.147983878","20952.2595996817","18291.9339836324"
"485.2102/600.205","3532.66889935326","2712.24426271403","3305.49206824123","43034.431115179","42395.1518426894","42933.437506884"
"485.2784/438.33","2560.57225236293","2733.74351896757","4097.51523021249","28500.4540012633","30526.1584112697","28646.4144234167"
"485.3838/538.364","423.536191728086","339.639127970049","270.095768151504","44947.0690813064","33490.4876822903","30764.0542483752"
"486.1692/239.475","255.90624284262","321.017960195814","564.798667868633","5066.18937809267","5524.10466074254","4195.83135186405"
"486.2252/599.597","1843.46648473462","1958.68061466217","1803.78092133094","19143.5272687291","16243.8078904517","15321.9873135638"
"486.2813/438.33","1084.71463101823","877.369160276313","782.149524674383","6989.87827811241","6822.36298827871","7815.71475715831"
"486.3877/538.364","139.483403507868","266.463965258789","122.394228234173","8181.01698657736","7816.86862909408","11864.2527902654"
"487.2012/292.217","3509.6192059849","3376.29476245198","3552.54417720546","44887.074354141","41273.00551559","41868.2437165792"
"487.2906/499.563","1404.2871249263","615.252299124363","1075.40674969392","154600.143499939","158940.673414116","161341.27501618"
"487.3272/423.173","1781.62618143081","1488.96727187933","659.550440268932","46630.0400896307","43296.4626982688","43327.04312225"
"488.237/344.962","4396.74065996399","3578.83124992341","3120.7163244161","23633.3668040542","24985.9137361762","22994.402707628"
"488.294/500.168","505.32504451136","428.934591756186","247.375077381451","42487.0536589357","43114.4427380829","40067.3320299926"
"488.6559/25.614","0","83.7963176861931","130.537531085032","24438.328534356","24639.2409242079","21562.9800501522"
"489.1732/548.064","2162.81780208461","1931.40429679932","1814.43885445595","9285.3641273523","9796.55643837558","10089.2305801643"
"489.2166/310.408","687.622164675989","1207.73062471415","735.661733145826","19496.4049171753","21349.7242746582","21942.5681410333"
"489.2406/344.358","1803.01324251707","1386.66238046701","698.434811122882","6184.39136543274","5037.08945005681","6449.74819701982"
"490.0145/460.761","2351.26795940671","2118.37598458414","2161.50402453146","6783.82525624302","7045.04003793126","6824.2285375049"
"491.1889/573.527","2268.62031603752","1147.90841770172","1825.84202483043","27992.6944674434","26700.1035158145","26723.9428471853"
"491.322/557.767","7384.59544339646","7588.01640801873","5335.03569271747","76951.5719278217","73574.8224057482","74638.7130351275"
"491.3228/360.121","687.421612463847","391.101712709866","1075.57547988882","5715.97034067171","5280.59034028422","5763.7742492943"
"491.3733/612.328","435.563488900406","467.824579342257","438.634905100349","72033.5773148058","70577.0450653863","71112.9009864806"
"492.3254/557.764","1374.01469965883","1399.28340438448","1638.55782122598","22297.9072750549","22622.6777201024","21391.3246922832"
"492.8144/25.614","1523.07708042354","1736.16362678189","861.786016227364","24546.0805999756","23920.2326744792","26804.7787591146"
"493.1506/572.921","1772.37088761848","2160.36299670495","1875.80444225426","23433.262422689","20795.0060694694","22100.2123752594"
"493.2786/387.403","271.623765227152","222.485479927063","476.566278600693","4734.45883874895","6122.81405083923","5383.44803274697"
"493.2993/434.086","726.663220243008","466.501102469276","403.205414398854","6637.35823420932","4761.08288417968","6393.51350859494"
"493.335/611.722","891.455223036319","1659.61276635882","1832.857970721","64391.041219874","61476.7753703971","61895.9528419025"
"494.1558/572.317","1394.82926630609","811.332836312614","1144.15360193858","7253.28924934568","6119.23802475859","7173.75938353641"
"494.1686/600.202","1687.02183653002","1612.7011368321","1138.99227117878","9720.69967434174","9055.73097610478","8299.24403743741"
"494.3247/499.562","860.247258486949","472.264277285525","399.434099160135","16856.7204345147","14215.4435968484","16132.0722520615"
"495.166/599.597","2925.02734581621","3670.10049705006","3491.0009273653","32310.3800541261","34907.7509473645","34956.7803912353"
"495.2227/267.965","7410.63871462984","6956.43525604892","4921.13434682018","31170.9494046825","30725.5595911282","28596.1598924339"
"495.2955/352.846","819.90327320467","1027.46526937193","1167.39376811706","41152.4668695156","43240.3469383574","42692.3497638462"
"495.2958/516.538","634.208692526823","774.39787225723","396.420386309968","6519.68872613535","6898.86076250769","7398.4231213995"
"495.3152/608.69","294.552059474613","395.040157152348","466.052804147825","69721.9409117589","73436.2170729219","68714.4575421506"
"495.4044/624.453","1505.61543520921","317.292675189475","916.457045071353","195422.082144172","196983.580331463","146850.450950453"
"496.2996/352.847","1668.6280458332","1381.96193041801","2133.11322469255","14820.8033533096","14085.3676263248","13557.5856774836"
"496.3034/496.532","257.925248987446","475.918114587081","162.32954573396","6210.72031283379","6407.52063913796","8306.05248522922"
"496.3186/608.69","624.189247375443","489.66367868042","380.973633370562","27135.059996056","23713.5875022496","23141.5926236152"
"496.4078/624.453","726.011763830758","695.766207512082","1062.3732127404","63857.2721646321","67067.2846360259","63367.702312952"
"496.9559/32.363","1613.23854124053","1057.63441991806","1805.22358847552","9175.69750518799","8759.27083214355","9128.94651300049"
"497.1157/291.613","458.885643413911","378.871522991181","189.901280564696","11349.0075115204","13891.665847229","13162.4368348308"
"497.2749/340.115","367.54033977327","702.869276862804","369.114554482906","35906.3710314671","35063.7617803004","34408.7116027832"
"497.289/434.086","492.970045655744","582.635232671565","430.065676599889","8746.2429722269","8201.16391631836","8546.34598011313"
"497.4112/624.453","296.079351030668","80.9541436195373","425.884053954534","10593.5352830806","8539.95025407546","7212.79684131136"
"498.1186/292.217","496.16618438889","667.429495446157","422.420360144603","2618.13059267328","3625.38125154159","3573.51499443838"
"498.2618/451.667","799.817877315736","77.0554285221716","717.303948459426","52547.3265629368","58494.0304960209","55665.7463860406"
"498.2886/336.477","2102.45795077793","1550.04144671996","1489.05848365628","198498.31905515","133583.203982966","195725.453544154"
"498.9295/388.616","8368.93821674009","7478.63493431296","8287.29694437171","299752.98460145","300885.842765018","293729.163726005"
"499.1322/311.014","660.638983714549","372.985830593109","373.012303563883","7162.55765627616","5397.36888448841","5561.95001497269"
"499.2656/451.668","870.997144233704","453.902416603088","491.47331190197","13253.0718258799","15914.3052225274","14188.1423666144"
"499.2913/339.508","1234.81281419883","445.589032846495","956.384607510084","108902.316203276","105583.105560358","102413.898539168"
"499.3185/562.614","1145.99070237403","1200.56194961154","1175.65706697857","32638.3277182581","29306.4482966819","28290.639122285"
"499.9328/388.616","5132.59032024039","4684.76041684396","3959.93503935356","28346.7575216217","26273.2038995175","27544.2700813023"
"500.2777/474.0995","5353.62752949732","2607.64959908025","2058.51795791835","1031475.46038868","1040918.36348553","1027577.19152037"
"500.2929/340.115","1015.18753355424","487.924889929827","426.823118636727","31166.2733528293","30072.5585374238","31750.6664229113"
"500.322/562.614","502.941074151546","1141.85030889186","335.808529936744","9000.41364333773","9152.85550226513","8717.71284468024"
"501.2811/474.099","2947.10682354698","1355.47676521413","1213.96718693851","286145.120203732","288955.395745902","280749.352956401"
"502.1411/291.613","446.91096002919","554.140832600911","253.874539644023","4245.16493244717","3631.15942573547","2830.1468214035"
"502.2703/435.299","86.4430849618967","598.800998468813","107.003537470252","13493.6446054668","12509.2809927594","13133.6016867663"
"502.2929/490.468","1386.99972907577","899.755282491047","943.661097024622","100451.833526335","99660.0790039282","99614.0328822614"
"503.1328/292.217","732.778361483561","481.347694349289","988.383347721188","29859.6819311789","28331.0589799605","30767.0931835072"
"503.2966/490.469","2035.07054416521","2248.29911894904","2055.39878361655","31586.3426468603","29276.479711666","25035.5061827511"
"503.3219/369.215","703.38446020929","377.11276951063","742.463379661301","33699.7426495645","33608.2136455105","32349.2264374968"
"503.4095/634.76","675.116379728807","1277.29740718744","882.042029577208","226887.426313795","227151.822806301","226658.702317168"
"504.1361/292.216","574.966046749518","416.590692228646","645.803528405276","8273.43161696902","6360.36262185904","7540.09774613647"
"504.2702/507.444","557.434809364318","955.749317043144","691.766095555529","8099.60737176148","8394.59423757285","8972.29189745369"
"504.3088/465.612","1478.53236083694","1706.39170675278","1232.44216145151","362903.313197509","370008.237891061","346593.665510769"
"505.1485/311.014","1917.8625939508","1655.78179303345","1429.01748535596","14984.724455278","14463.9785064692","17937.939990263"
"505.2073/374.066","2267.63470903581","2676.36543895814","2454.69942854575","28405.241745077","29660.7808070933","28630.2879884819"
"505.3123/465.612","1266.17616773648","1577.57139349196","1251.99646788001","106262.886345017","111681.655083847","100772.223028716"
"505.3354/592.321","4108.01317681275","3159.55317546636","4279.39952913412","75089.6213396115","69083.6277175152","66629.4382600782"
"505.385/427.417","365.61243355216","200.850627211761","321.394594952837","1951.13792374673","1856.32970639731","2327.21272293385"
"505.4247/654.769","1321.19871313281","1330.55657322489","735.85085433051","73376.974118175","81354.822083458","76491.8682873407"
"506.3149/466.218","650.312077079605","534.782289402681","617.547665710095","16614.9480716306","21741.0908233834","18157.8624915123"
"506.3245/491.681","962.149508322718","939.489975690841","476.316185644576","249382.995473322","252376.70492177","242085.701744147"
"506.3386/592.321","1197.06240906073","1070.69956849276","902.710326191696","21381.3699020385","22962.8962918282","25555.0037445068"
"507.1951/573.53","1419.07546164741","780.951835523543","1325.90666340524","9778.70951229942","9502.22707832583","8807.64211327447"
"507.2229/406.804","3444.86630544851","2273.52649583797","2318.83250616184","233864.060404118","209284.90256817","203831.889307868"
"507.2531/426.204","650.934879341808","414.523075548906","472.975613546235","7234.07681162133","7067.78583159605","6018.69624509811"
"507.2717/465.005","2132.43742012989","2091.90619240312","1687.64103363609","24218.3705068074","28982.6954587146","25134.1471270735"
"507.3193/458.336","606.181342817715","1146.82614450811","705.596455795503","15936.9659304619","14093.3633233337","16899.8969237328"
"507.3281/491.681","1492.46295532432","1133.12927007675","875.736088145091","72265.3684878374","74115.2348984376","66061.3391239707"
"507.3507/618.997","1846.39425712283","1178.93225960731","1378.01744856176","53431.4308764994","50985.9554328918","50637.3455820966"
"508.2265/406.804","1150.93116158092","1233.84358342912","851.502609327729","75438.2088602897","67414.7948531177","62409.1985736903"
"508.2754/465.005","1050.6837536883","1083.00697396933","526.1997736445","5092.46879368286","7299.06103344727","5831.24578578618"
"508.3308/491.075","306.839668929976","763.606593138558","1056.7935497831","11386.3943471113","10881.1940980287","11317.5027599121"
"508.3403/522.601","1067.71763224388","485.806699713135","778.260392961824","259582.793647767","265569.21336827","256827.669112722"
"508.3537/618.997","218.083578341608","0","274.663326593822","17440.9888541483","18210.7621393672","17542.6230971243"
"509.229/406.804","3030.27225462916","1975.18844368369","1878.11686363425","18636.0645049765","14565.3862486839","13447.3047296458"
"509.2747/339.509","853.709768470498","567.48338881252","633.688528878898","12598.6575033485","17587.2425476619","15871.4310017644"
"509.2873/489.862","1311.37391793511","1085.28273534775","1082.25850978779","47844.9537103086","48559.1952430321","46439.9512941022"
"509.3305/620.21","1529.80693036606","1507.17008367562","1064.10805452446","92853.7385291163","89271.3547163143","93220.7569673765"
"509.3438/522.601","807.068799651365","925.525396608689","542.537054799648","63311.0298547504","71423.778281564","70938.8272792971"
"510.2526/316.47","570.437379418894","607.68066178331","757.508831898216","286625.963355033","299892.72384224","281735.81366608"
"510.2915/489.862","705.76748338102","572.949606439254","385.344369961866","13550.2543886182","14012.8665961048","13744.4384111701"
"510.333/620.21","490.665105566941","400.897631278993","339.439101381227","30059.7690736702","28313.3029473127","29938.4736253298"
"510.3459/522.601","1046.66351657338","284.281878426387","636.263403577152","14441.4803495368","13886.6420355672","13425.4386183734"
"510.6205/25.459","0","0","0","21948.7028697064","19902.4816392299","25182.2997496282"
"510.6643/23.149","358.932051394017","266.855806103516","233.451259079811","115573.6581604","117089.928633118","114648.058193229"
"510.8805/21.821","20692.7458069083","6392.89397851922","7130.57717542376","154044.650244059","156162.012739523","161196.972092956"
"511.216/298.885","422.765866994615","833.049835916271","425.632717187577","4414.34201627697","4815.37891624451","4224.27106112043"
"511.2557/316.47","917.246459635711","735.996820912954","1127.93336960584","85731.4451606243","84053.8973346494","80469.485177774"
"511.2905/332.233","1056.04493346585","851.674396874888","314.790302420345","74444.3341171239","76111.2590373535","72399.5655207111"
"511.2908/501.988","818.023153907221","392.727074973814","325.031937209889","98056.6418197715","95914.4735384739","99070.8260037566"
"511.3994/592.927","500.776863791747","720.278353071213","827.570150468033","45084.2197883961","48802.2001850593","49182.4846424103"
"511.3997/558.373","175.480137880426","370.405551695762","66.8751897041375","155185.518229744","163255.610262287","163933.917420583"
"511.472/588.684","381.340947943802","197.800790608725","518.181389784627","16634.1364340994","16839.9415128709","16965.4985160189"
"512.2682/346.784","864.477290518589","988.423801073186","771.884881215108","501320.337178039","515321.882382955","490865.903308105"
"512.2924/332.233","590.97067285236","109.26029766707","120.127047656358","20970.1235965728","22812.9395088195","22122.3579991898"
