"Module_RTclust","mz","time","TestSignal_plasma_09202017_50RP_014_NEG_matrix_1","TestSignal_plasma_09202017_50RP_015_NEG_matrix_2","TestSignal_plasma_09202017_50RP_016_NEG_matrix_3","TestSignal_plasma_09202017_50RP_017_NEG_NIST_1","TestSignal_plasma_09202017_50RP_018_NEG_NIST_2","TestSignal_plasma_09202017_50RP_019_NEG_NIST_3"
"16_3",399.00114,102.5,154.3,195.1,249.6,10360.9,11106.3,8686.8
"16_3",107.05018,102.6,5100.4,4194.4,5093.7,160785.9,174501.5,163162.1
"16_3",108.05367,102.6,66.9,102.6,110.1,12894.4,11503.1,13526.7
"16_3",188.01041,102.6,3794.6,3647.4,2554.9,984800.1,991360.2,976224.5
"16_3",189.005,102.6,10076.7,8345.7,8354.6,565604.1,562316.2,554581.5
"16_3",190.00777,102.6,1698.4,1371.2,1534.5,41960,46588.1,44769.4
"16_3",197.80802,102.6,24250.2,20233.8,16293.8,159406.3,153497.2,144441.8
"16_3",241.02985,102.6,3474.9,3587.9,3165.7,11596.1,11554.1,10934.2
"16_3",254.99415,102.6,7771.9,7574.5,7092.2,22777,22817.6,24665.5
"16_3",316.96482,102.6,914.1,706.1,674.7,35435.2,31246.9,31798.7
"16_3",397.00299,102.6,1021.8,681.2,591.7,118671.2,125441.1,117716.2
"16_3",398.00602,102.6,106.4,270,340.4,18893.2,19737.2,19218.2
"16_3",526.96019,102.6,231.8,150.4,300.1,1029.1,1100.1,1580.5
"16_3",187.00716,102.8,9424,7628.3,3739.7,12261847.4,12362482.5,11852792.2
"16_3",195.8111,102.8,20492.3,17034.2,15713.5,449084.4,128531.9,119288.9
"16_3",312.88012,102.8,5210.8,5113.1,5938.6,11428,10475.8,11378
"16_3",332.93736,102.8,3164,2703.9,3280.5,20550.5,18905.1,20002.4
"16_3",271.98411,104.4,3783.3,4343.1,4686.7,27343.4,27976.1,28875
"16_3",243.1715,111.7,471.9,572,870.3,16180.2,18018.4,16753.3
"16_3",150.05611,126.7,453.7,246.5,384.4,15622.5,14857.4,16268.1
"16_3",194.04569,126.7,2816.6,2497.3,2428.5,85792.1,86714,83160
"16_3",215.00179,139.4,1877.8,2142.8,2322.3,70993.5,75812.3,75624.9
"16_3",131.07152,143,3675.8,2110.3,2369.4,63467.2,60102,57648.9
"16_3",283.08247,149.1,475.2,210.6,390.8,25199.8,24854.5,27091.2
"16_3",243.13511,157,300.7,184.1,303.8,5989.2,7411.7,5839.8
"16_3",226.0181,160.1,1940.8,2085.6,2180.3,134445,135181.4,121844.3
"16_3",217.0537,160.7,2251.4,2611.6,2779.3,24863.3,22602.4,23696.6
"16_3",165.05559,167.3,1678.3,1437.5,1752.4,58423.2,57745.8,60788.6
"16_3",232.99462,169.8,4533.6,4560.7,3557.3,29427.9,26486.1,24662.6
"16_3",443.10862,175.2,70.3,414.7,386.3,8333.7,8633.7,7750.6
"16_3",187.1167,175.8,2435.8,2448.7,2040.5,3159,4159.7,3967.9
"16_3",186.11337,176.4,6088.2,6616.3,6541.4,29939,29047.8,29717.1
"16_3",199.00693,181.3,3607.2,3391.3,1883.8,348318.8,354129.5,332305.4
"16_3",200.0103,181.9,614.5,807.5,377.1,28635.1,31537.3,27137.5
"16_3",283.02817,184.3,1650.2,1551.7,1300.7,7094.7,7593.9,8316.3
"16_3",204.06638,186.7,715.5,502.4,498.5,145751.2,145840.4,141072.1
"16_3",205.06956,186.7,843.7,355.5,158.3,17084.5,21091.7,18325.5
"16_3",334.02351,186.7,376.3,207.1,562.6,1594.5,2706.1,1982.9
"16_3",217.01743,187.9,3895.3,3071.1,2604,64172.9,68190,65589.3
"16_3",282.99121,189.8,865.3,690.7,1109.7,10225,12753.3,10748.3
"16_3",311.14016,192.8,72.4,62.4,368.3,7833.4,8759.9,7496
"16_3",350.15075,197.6,337.3,252.9,264.7,27667.8,27549.2,26739.6
"16_3",351.15352,197.6,262.9,340.6,436.8,6635.4,5771.8,5613.5
"16_3",167.03485,198.9,2703.2,3126.4,2183.7,9098.6,9416.6,8136
"16_3",173.08148,199.5,11362.4,12767.8,8246.9,35235.7,19110.9,21426.5
"16_3",390.05811,202.5,216.2,120.1,456,9453.3,9826,10693.1
"16_3",227.00141,204.3,14248.4,15258.3,13871.2,21848.2,21556.3,16074.2
"16_3",615.1016,209.2,679.4,506.6,443.9,2893,2864.5,2980.9
"16_3",617.31449,209.2,201.2,196.5,253.4,7350,6673.2,6988.7
"16_3",201.02256,215.2,5348.9,4302.9,5816.5,73877.5,71857.6,67541.4
"16_3",130.06601,218.9,668.6,421,431.3,16220.5,17116.3,15083.5
"16_3",174.05564,218.9,962.3,746.1,821.6,9429.4,9821.3,8593.1
"16_3",439.16046,220.1,718.7,367.8,521.3,8846.4,7258.1,7357.9
"16_3",940.45145,223.1,1543.7,1260.7,1391.2,13401.4,13279.3,14602.5
"16_3",941.45584,223.1,686.3,392.3,750.8,6450.4,6640,6786.8
"16_3",295.02821,223.7,12821,13068.4,12764.8,65465.8,69103.2,59610.8
"16_3",296.03146,223.7,2806.3,4745.3,3271.7,8698.7,9895.5,9158.7
"16_3",589.23218,225.5,833,748.4,889.8,9474,9630.5,9901.8
"16_3",590.23466,225.5,229.4,448,574.6,2971.8,2799.8,3065.2
"16_3",294.11287,226.1,1527,1457.3,1271.4,22285.1,22087.6,19686.6
"16_3",294.61436,226.1,104.3,0,82.6,7043.8,6882.6,8524
"16_3",243.03302,228.6,2216.9,2126.6,1801.2,31526.5,31014,28930
"16_3",211.09743,229.8,1917.5,2206.7,2489.6,13752.4,12446.1,13327.6
"16_3",256.09069,229.8,399.9,108.8,302.1,17553.2,18284.9,17999.7
"16_3",482.09019,229.8,63.7,155.8,0,4591.9,5498.6,4683.6
"16_3",255.08715,230.4,3149.4,3700.6,4160.1,130298.5,130884.9,124260.9
"16_3",397.14991,231.6,1659.3,1030.4,1347.6,53930.7,53960.8,50252.7
"16_3",241.91678,232.2,2309,2808.1,2464,11315.1,9049.3,11444.1
"16_3",398.15299,232.2,681.2,1070.9,1381.5,14507.1,12207.3,12568.7
"16_3",160.95638,232.8,5827.5,5857.3,4482.5,19677.2,17600.3,22230.3
"16_3",240.91352,232.8,17911,18092.8,18181.8,157553.8,142516.1,150096.7
"16_3",242.9103,232.8,38054.5,41757.8,41356.9,98538.7,102820,101315.8
"16_3",389.0907,233.4,422.5,368.4,607.7,14269.6,15225.3,14386.8
"16_3",265.0845,235.2,1361.8,1251.5,1113.6,13629.7,17223.4,12669
"16_3",281.00977,236.4,58204.3,61445.2,73650.9,76996.6,80122.2,75884.6
"16_3",282.01105,236.4,8736.4,8130.1,9432.5,14299.1,10524,14492.4
"16_3",328.03251,236.4,1384.4,1255.4,1882.5,6826.8,7753.2,7260.8
"16_3",327.03046,237,2493.8,2324.7,1642.6,31465.1,33895.8,33228.1
"16_3",137.02483,237.7,12116.3,11107.3,10927.2,2354264.2,2388974.3,2370353.6
"16_3",138.02761,237.7,4626.2,5359.7,4543.9,200305.7,197648.8,190198.7
"16_3",219.94665,237.7,2150.4,3128.7,2613.1,6117.6,6720.9,7113.5
"16_3",222.00196,237.7,6867.6,6700.8,6421.4,26785,30836.5,27298.3
"16_3",226.92019,237.7,3304.1,3350.7,4006.2,64782.4,69193.4,62279
"16_3",228.91746,237.7,2771.8,2161.1,1630.6,21842.7,24478.1,18139.9
"16_3",236.94923,237.7,9947.6,10314.1,8689.5,17435.2,18225.7,15480.5
"16_3",252.99362,237.7,15798.3,17074.7,15185.8,90003.9,85926.7,86477.4
"16_3",261.8892,237.7,3264.9,4570.9,3825.1,49010.1,46764.9,48350.4
"16_3",263.88665,237.7,2854.6,2666.7,2736.4,31753.4,28660.4,29825.8
"16_3",271.91847,237.7,3731.8,3808.4,3695.7,14701.2,14297.5,13578.4
"16_3",272.99891,237.7,4718,5135.9,4870.6,10081.3,9799.2,10420.1
"16_3",281.9466,237.7,8301.5,7363.6,7065.2,14139.2,14929.4,13433.9
"16_3",297.03799,237.7,3498.2,3103.7,2347.2,86692.6,97730.6,96585.4
"16_3",298.04115,237.7,1256.1,1415.3,1303.1,13026.3,14407.4,15270.3
"16_3",299.01404,237.7,3722.3,3808.3,3962.9,90732.1,89844.6,90385.1
"16_3",327.9676,237.7,987.1,565.1,989.9,7888.4,7661.1,7106.9
"16_3",1058.02595,237.7,1585.7,1921.5,1904.8,44089.8,44800,43512.1
"16_3",1059.0293,237.7,2009.7,1578.5,1661.5,13365.2,13717.7,13417.5
"16_3",205.01118,238.3,5529.2,4961.4,4192.9,17603.8,16256.7,14307.9
"16_3",224.99876,238.3,5741.3,5200,5224.6,53786.3,55591.2,51469.5
"16_3",253.99672,238.3,2932.9,2659.1,2432.3,7142.1,6924,7002.2
"16_3",302.97614,238.3,4175.8,3835,4370,27282.3,32490.7,29226.4
"16_3",394.15837,238.9,503.3,430.4,314.7,8085.6,5369,7370.4
"16_3",486.1692,239.5,255.9,321,564.8,5066.2,5524.1,4195.8
"16_3",244.04096,240.1,3299.3,2965,2925.2,31798.2,29471.1,28481.6
"16_3",245.04892,240.1,8762.2,9583.6,9633.1,515070.4,524520.6,512604.9
"16_3",246.05223,240.1,1634.5,2118.1,1426.2,63979.9,69920.9,63786.8
"16_3",393.15526,240.1,629.7,576.8,703.9,32073.1,29556.6,29130.5
"16_3",412.13235,240.1,925.9,1206.9,954,21130.2,14362.6,14776
"16_3",433.11102,240.1,945.2,608.2,751.7,4852.7,5248.2,4489.8
"16_3",485.16575,240.1,1331.7,2274.9,1731,19867.1,20952.3,18291.9
"16_3",385.16865,240.7,7627.7,6487.8,6296.9,229217.9,234320.2,213551
"16_3",386.17179,240.7,1840.9,1628.7,1490.8,53157.9,48897,50408.9
"16_3",411.12912,240.7,2666.4,2441.9,2101.6,67644.7,69359.6,69345.8
"16_3",583.25573,241.3,730.4,1186.3,1229.1,24775,23812.4,24169
"16_3",225.56303,241.9,300.7,115.8,0,19692.6,23436.3,21895.8
"16_3",396.13793,241.9,247.2,404.9,157.2,6457.8,7483,7618.5
"16_3",224.06238,242.5,15353.7,6873.3,5075.5,1520779.1,1514153,1543700.9
"16_3",224.56381,242.5,2832.7,916.7,588.2,381122.2,343117.3,344454.4
"16_3",213.02285,245.5,11380,11834.4,12502.9,199792.6,212517.9,206509.1
"16_3",214.02574,245.5,2172.3,3747.6,2262,19634.7,20172,15942
"16_3",352.11222,246.1,150.5,199.5,67.9,10218.5,9123.4,9558.8
"16_3",593.33343,247.4,814.1,771.9,656.7,4724.8,4160.7,4996
"16_3",1004.47556,248.6,552.4,949.6,886.7,13435.2,12724.2,13407.9
"16_3",1003.97518,249.2,3263.9,3700.7,3274.5,10181.2,11362.6,11251.4
"16_3",187.09778,250.4,63317.4,69784.7,60206.4,98926.9,103486.6,100630.6
"16_3",187.0977,251,67389.8,72037.4,60115.1,99812.2,103873.4,100757
"16_3",255.11445,251,3078.7,3325.5,2662.5,10856.2,10926.7,9901
"16_3",171.10281,251.6,15338.3,17622.4,15505.8,35130.5,37279.1,44656.1
"16_3",403.66697,251.6,0,0,96.8,2796.4,2266.8,3595.4
"16_3",383.15302,254,2895.7,1975.1,2036,377227.1,371097.6,371667
"16_3",384.15622,254,1443,663.7,783.3,81840.1,80863.8,83298.4
"16_3",451.14001,254,2361.2,758.7,1291.8,14459.1,15014.8,13675.9
"16_3",468.12961,254,231.3,238,68.6,3451.1,3630.8,4706.4
"16_3",319.0613,254.6,778.5,1439,1442,4782.6,6007.9,5683.1
"16_3",240.97827,255.2,2073.2,1873.4,1295.6,8077.5,8329.1,8724.2
"16_3",352.08587,255.2,456.8,582,243.7,33910.8,36221.4,34417
"16_3",346.15908,258.3,195.3,124.9,233,4158.8,4585.9,3448.9
"16_3",462.17676,258.3,206,474.6,514.4,52344.9,50570.5,51314.3
"16_3",561.20069,258.3,840.1,569.1,714.3,11011,11299.2,12496
"16_3",345.15551,258.9,1178.1,1052.2,771.3,24910.5,26716.7,27623.5
"16_3",600.28391,260.1,1176.1,301.1,729.2,13276.7,13589.7,14430.8
"16_3",203.12852,262.5,1040.9,1869.8,2201.8,19166.7,17196.8,16798.8
"16_3",543.27824,262.5,828.4,2170.4,1583.9,16801.8,18220,20293.9
"16_3",541.26486,263.1,725.4,626.8,508.5,95414.2,95429.8,131094.2
"16_3",542.26837,263.1,838,877.2,695.4,27122.7,26061.2,38151.7
"16_3",145.08697,263.7,10254.1,11978.7,11719.3,33472.5,32528,37579.5
"16_3",237.02281,263.7,4496.8,5414.6,4689.2,42015.5,41050.8,39662.5
"16_3",395.1627,263.7,496.7,221.6,474.7,11283.2,10796.5,10804.8
"16_3",422.1811,263.7,101,313.9,278,5615.6,5312.5,4794.5
"16_3",413.1633,264.3,3732.6,2418.8,2073.4,12581.5,12172.3,15943.4
"16_3",199.09772,265.5,8238.5,8045.9,7825.5,24931.5,26191,25238
"16_3",286.11552,266.1,608.1,1178.1,589.3,10989,9943.4,4421
"16_3",359.07999,267.4,337.2,883,529.3,7411.9,7251.7,5889.8
"16_3",387.18397,268,1308.2,833.8,1172.9,65899.8,84701.6,84597.8
"16_3",437.05318,268,571.6,763.3,739.7,3875.2,4193.9,4415.4
"16_3",495.22271,268,7410.6,6956.4,4921.1,31170.9,30725.6,28596.2
"16_3",227.0382,268.6,31614.5,29350.9,30945.7,52024.2,53687.9,52624.4
"16_3",388.18748,268.6,721.6,511.8,348.1,15965.2,18223.1,18073.2
"16_3",329.17559,269.2,586.1,427.5,169.2,15733.4,13535.6,15609.8
"16_3",283.11843,269.8,3246.4,3626,3070.4,22195.7,18373.3,18300.5
"16_3",411.18461,269.8,889,561.4,506.3,35843.2,29414.2,30652.9
"16_3",194.04551,270.4,2736.8,3485.8,2842.6,7081.3,7282.4,7134.7
"16_3",397.17796,270.4,631.9,582.2,734.6,24238.2,24583.5,26637.7
"16_3",407.20684,270.4,1693.1,1024.3,1153.2,128501.6,127202.6,123712.5
"16_3",408.2102,270.4,707.9,1072.9,660.7,32113.3,32224.8,31153.9
"16_3",375.14443,271,1020.1,1367.1,1391.3,8501.4,11706.1,10662.3
"16_3",431.22675,271,868.8,432.5,724.9,5525.7,6751.8,5441.4
"16_3",540.25244,271,1052.3,1406.4,864,22279.7,20300.2,21947.6
"16_3",443.20959,271.6,1595.9,1038.4,1280.9,10901.8,7155.5,9821.9
"16_3",539.24949,271.6,3353,2840.9,2870.6,78032.5,81022.8,80619
"16_3",672.30558,271.6,575.8,1450,1416.3,10320.2,9528.3,8317.6
"16_3",177.12805,273.4,4003.6,4080.1,3764.7,6954.3,8343.8,6562.5
"16_3",355.09754,273.4,2133.8,1269.6,1918.7,8884.6,6591.9,7570.2
"16_3",365.14254,274,2258,1794.4,2098.1,13844,15748,16209.5
"16_3",525.26992,274,564,689.3,805.5,30350.1,30363.4,30393.2
"16_3",481.24348,276.5,2246.3,1465.8,1463.1,29428.4,27976.8,29666.3
"16_3",482.24737,277.1,1133.9,1362,906.6,8125,7380.3,7515.1
"16_3",261.0222,278.3,8358.5,7864.6,7838.9,18249.4,15639.5,15263.2
"16_3",229.05381,278.9,3468.8,3435.2,2839.5,171337.2,172494.6,161834.6
"16_3",405.1193,278.9,787.8,915.8,323.3,9789.5,10437.3,11261.2
"16_3",369.17367,280.1,3336.2,2902.3,2488.8,479052,479411.7,477095.9
"16_3",427.17915,280.1,1614.1,1122.4,1253.3,26061.3,25335.9,26057.8
"16_3",428.18071,280.1,1359.1,992,596.3,8508.4,7562.6,8669.4
"16_3",583.25542,280.7,1313.1,1598.7,1407.4,45022,49682,49054.6
"16_3",584.25906,280.7,1633.8,828.6,558.6,17415.3,19093.6,18440
"16_3",234.98368,281.3,5791.5,4920.7,5220,50290.2,50545.1,52266.2
"16_3",201.11317,281.9,19145.2,19486.4,17072.6,43514.3,39685.5,35709
"16_3",377.16039,281.9,1225.7,1691.8,687.8,22484.4,26599.4,22924.4
"16_3",378.16341,281.9,507.7,330.3,131.3,5657,5780.7,4123
"16_3",201.11326,282.5,18909.6,19374.3,17379.6,41043.9,40221.4,36487.4
"16_3",533.24246,282.5,1488.1,1267.2,1123.7,5224.7,5677.4,5701.1
"16_3",351.06641,283.1,1113.3,866.9,625.5,8279.5,8800.3,9830
"16_3",359.21005,283.1,676,604.2,1239.5,4399.6,4026,4410.2
"16_3",380.01915,283.1,361.9,662.8,291.7,1883.3,2849.9,2583.4
"16_3",413.19998,283.1,7304.8,5770.3,5133.9,393111.4,400741.3,359690.4
"16_3",414.20291,283.1,1601.3,1677.1,1894.2,97580.8,90538.3,92931.8
"16_3",191.10763,283.7,9531.2,8884.9,9686.5,100031.5,101304.8,98714.9
"16_3",257.0793,283.7,2785.7,2770.5,2363.8,23532,25092.5,22899.2
"16_3",281.10361,283.7,1992.5,2599.3,1663.5,10800.9,9685,9249.9
"16_3",369.23843,284.3,1511.9,1842.7,2162.6,10566.7,10552.1,10237.6
"16_3",251.03835,284.9,12273.3,13303.6,11341.6,28755.4,32949.8,32387.3
"16_3",483.25887,284.9,499.5,332.1,689.5,6253.7,5902.9,5947.8
"16_3",528.26293,284.9,1500.4,1767.8,985.9,130684.8,138109.2,130716.5
"16_3",529.26595,284.9,1690.2,1316.9,1363.3,38512.1,43864.5,37686.1
"16_3",528.2158,285.5,402.9,399.6,181.8,8308.3,7866,7517.5
"16_3",222.93828,286.2,4309.4,4421.5,4020.7,21345.3,23883.1,22188.2
"16_3",527.21298,286.2,1525,1248.1,1532,32149.8,32283.6,30575
"16_3",220.94113,286.8,4075.6,4442.1,3703.3,37468.3,32804.3,29939.4
"16_3",213.11342,288,4827.5,4944.9,4072.9,33334,30241,30278.7
"16_3",327.65227,288.6,68.2,194.7,0,8917.6,8177.4,5260.8
"16_3",157.08681,289.8,5012.5,4910.1,3236.1,52154.6,61155,50525.7
"16_3",158.0903,289.8,441.2,912.8,469.1,4293,4998.9,5181.2
"16_3",526.24755,290.4,1403.6,1831.2,1995.3,41962.3,30506,23104.7
"16_3",244.9081,291,31750.1,30675,27986.5,129726.1,138825.6,122944.5
"16_3",246.90528,291,23907.5,23021.2,21921.1,135729.6,127675.1,120456.9
"16_3",247.90793,291,4041.1,3981.1,4669.1,11867.7,7811.1,12652.4
"16_3",248.90272,291,12427.5,10595.8,10110.8,43159.2,39463.7,44704.7
"16_3",758.30906,291,766.3,397.2,769.7,9963.6,8408.3,9925.4
"16_3",759.30824,291,362.2,185.6,872.2,3919.3,3764.5,4108.5
"16_3",425.11714,291.6,1192.4,712,866.8,13517.1,13547.3,12420.7
"16_3",451.20198,291.6,265.2,355.7,73.1,5755.3,5639.8,6645
"16_3",453.1385,291.6,836.2,1631.1,1032.1,9548.5,10217.3,8035.2
"16_3",497.11565,291.6,458.9,378.9,189.9,11349,13891.7,13162.4
"16_3",502.14111,291.6,446.9,554.1,253.9,4245.2,3631.2,2830.1
"16_3",571.12077,291.6,435.6,429.1,654.8,9209.5,10296,9944
"16_3",633.09129,291.6,515.7,352.7,361.3,4206.9,3568.8,4713
"16_3",639.10743,291.6,358.1,466.4,146.3,3512.1,4175.5,4517.2
"16_3",757.30568,291.6,465,442.1,407.3,19960,22753.7,21795.2
"16_3",367.1582,292.2,25331.7,7077.5,4676.1,4939655.8,4971161.9,4807357.5
"16_3",369.15957,292.2,2082,658.3,641.3,288080.3,290766.5,280191.7
"16_3",370.16044,292.2,864,365.5,297.4,50238.3,49843,47726.1
"16_3",386.99968,292.2,4425.7,3863.3,3806.5,7090.7,7903.1,6966.2
"16_3",426.11871,292.2,1005.5,967.4,614.5,2787.2,3037.2,3787
"16_3",435.14558,292.2,2078.6,1073.7,1566.2,153522.6,156260.4,152989.6
"16_3",436.14855,292.2,2769.2,2067.6,1749.8,34888.4,35811.4,34991.3
"16_3",437.14749,292.2,317.2,618.4,626.3,9476.4,10458.6,9073.5
"16_3",452.13536,292.2,2071.5,1129.5,1638.7,41070.7,38800.5,39985
"16_3",487.20118,292.2,3509.6,3376.3,3552.5,44887.1,41273,41868.2
"16_3",498.11864,292.2,496.2,667.4,422.4,2618.1,3625.4,3573.5
"16_3",503.13284,292.2,732.8,481.3,988.4,29859.7,28331.1,30767.1
"16_3",504.13615,292.2,575,416.6,645.8,8273.4,6360.4,7540.1
"16_3",513.08798,292.2,1107.3,1197.4,680.6,11639.3,11220.5,10812.3
"16_3",228.16024,293.4,11540.3,11458.6,10523.9,38226.4,36286.9,36084.6
"16_3",297.14701,293.4,8412,7237.7,5870.2,14635.8,13538.7,15281.1
"16_3",264.89063,295.2,7134.8,6684.6,7761.5,11072.3,10965.4,12704.4
"16_3",397.16846,295.9,2435.4,872.2,1316,36241.5,38247.2,40283.3
"16_3",467.19218,296.5,6015.7,5381.7,4948.8,10401.8,13104.4,14710.7
"16_3",200.12939,297.1,1755.6,2318.8,2465.1,11935.9,13947.6,13578.5
"16_3",428.219,297.1,1693.8,1140.1,803.5,18010.2,16330.6,13154.4
"16_3",253.1079,298.3,2786.1,2219.8,2331.4,15535.2,14067,12568
"16_3",511.21603,298.9,422.8,833,425.6,4414.3,4815.4,4224.3
"16_3",263.12907,300.7,2253.5,2171.4,2308.3,18271.9,15279.5,14824.2
"16_3",391.17645,301.3,3896.1,4015.4,3779.7,32078.7,28181.1,29286.9
"16_3",392.17908,301.3,499.5,820.2,629.8,8017.3,5353,6791.7
"16_3",629.35293,301.3,632.1,647.4,917,4412.9,3387,4030.7
"16_3",310.8386,301.9,485.3,336.5,173.3,15677.4,18539.2,17621.3
"16_3",308.84013,302.5,526.4,1120.1,667.2,10526.9,8350.1,9596.9
"16_3",402.21278,303.1,2974.9,1383.2,1876.1,7795.2,6420.3,6776.8
"16_3",470.25695,305,250.7,254.9,0,3048.9,2907.9,3511.8
"16_3",251.09554,305.6,78235.8,80455.4,72892.1,154332.4,178262.3,209956.2
"16_3",252.09907,305.6,10196.8,10343.5,8839.4,18967.8,20045.3,20479.8
"16_3",514.28397,305.6,1281.4,1074.7,792.3,24300.9,26991.9,24356.1
"16_3",400.20659,308.6,393.5,192.7,388.2,8446.8,7144.4,6338.3
"16_3",397.20486,309.2,4012.5,2233.2,2090.6,640808.2,667311.3,666846.9
"16_3",398.20827,309.2,1770.9,685.9,589.7,165430.1,171107.2,168266.7
"16_3",399.20633,309.2,769.3,786.2,508.8,39614.1,41421.2,38950.7
"16_3",465.1924,309.2,1263.6,1714.7,1168.4,20600.3,19886,20302.6
"16_3",481.20724,309.2,1332.4,1624,889.8,11084.7,11098.1,10849.8
"16_3",533.1791,309.2,812,1744.9,1177.4,5034.4,5477.7,5015.7
"16_3",159.10241,309.8,8047.2,9293.2,7964.3,33573,37488.8,37003
"16_3",215.12863,309.8,12841.1,17894,14549.8,25924.5,26791.8,23528.7
"16_3",222.11361,310.4,552.2,338.8,793.4,6924,7433.1,7175.5
"16_3",369.17398,310.4,9800,5479.2,3181.4,1754129.2,1800921.3,1752701.5
"16_3",489.2166,310.4,687.6,1207.7,735.7,19496.4,21349.7,21942.6
"16_3",761.33687,310.4,299.6,160.2,623.4,6393.9,6083.4,6285.5
"16_3",370.17699,311,2614.3,1206.5,1075.8,398584.6,406372.1,397830.8
"16_3",427.1323,311,991.9,985,710,9179.2,8715.3,7255.8
"16_3",437.16095,311,2018.1,1426,975.8,76675.7,81412,76799
"16_3",438.16422,311,707.4,339.1,547.2,19022.6,21561.6,18078.5
"16_3",454.15111,311,2677.3,2118.3,2203.1,19335.6,19951.2,21138.3
"16_3",469.22605,311,8091.8,7541.3,7131.5,48128.5,50220.7,31335.6
"16_3",470.22948,311,1332.6,1526.5,1011,12493,11684.9,11656.8
"16_3",499.13222,311,660.6,373,373,7162.6,5397.4,5562
"16_3",505.14852,311,1917.9,1655.8,1429,14984.7,14464,17937.9
"16_3",607.33116,311.6,363.6,754.4,459.8,3693.5,3762.3,4223.5
"16_3",606.3277,312.2,2878.6,3100.8,2571.5,10783.6,12836.4,14937.8
"16_3",193.09969,312.8,2722.4,3936.4,2496.3,10483.9,12472.2,12452
"16_3",221.08188,315.9,11547,11198.8,12381.4,18310,17572.5,13424.4
"16_3",243.17933,315.9,7162.8,8818.7,5678.9,14837,17913.8,14969.9
"16_3",333.20697,315.9,1447.5,1508.5,1471.1,26295.5,29343.5,29181
"16_3",397.26976,315.9,774.5,1080.2,601.9,7274.6,7688.6,7535.5
"16_3",410.164,316.5,475.6,563.4,245.6,6857.4,7921.6,7059.4
"16_3",510.25255,316.5,570.4,607.7,757.5,286626,299892.7,281735.8
"16_3",511.25572,316.5,917.2,736,1127.9,85731.4,84053.9,80469.5
"16_3",399.2205,317.1,854.3,1005.6,921,125030.7,122896.2,121783.9
"16_3",227.1286,317.7,5226.3,5575.4,4891.2,59974.8,60086.2,35966.8
"16_3",255.12473,317.7,5863.9,4948.7,4748,21776,22233.4,23059.4
"16_3",528.26308,321.3,1859.9,1399.5,1379.5,358181.8,366425.8,363588.8
"16_3",529.26641,321.3,1755.8,830,865.1,108918.9,112373.6,104794.2
"16_3",530.26556,321.3,1437.9,1260.6,355.4,33141,33016.6,32576.1
"16_3",568.2796,322.5,673.7,981.8,965.3,10226.9,10528.8,10228.9
"16_3",347.24261,323.1,858.9,606.4,302.7,5146.2,4767,3934.8
"16_3",613.35861,325.6,1014.4,682.5,328,42719.2,43114.5,41036.8
"16_3",614.3626,325.6,346.9,190.5,279.3,15089.8,15232.5,17172.8
"16_3",395.18916,326.8,1792.5,1659.7,1786.5,139891.9,139053.5,135272.3
"16_3",396.19251,326.8,1044.7,620.9,419.3,35925,34957.6,32680.3
"16_3",448.30627,326.8,910.3,276.9,156.4,128581.4,131236.9,125807.5
"16_3",465.24888,328,2834.1,2038.7,2026.4,59814.5,58820.2,54648.5
"16_3",537.32672,328,969.6,769.8,789.7,5993,7111.6,6773.4
"16_3",539.24911,329.2,1959.1,1066.3,995.3,18613.5,19055.1,20815.6
"16_3",565.30109,329.2,1319.3,918.7,802.8,32754.3,35485.6,36428.3
"16_3",566.30442,329.2,869.4,532.9,1123.6,10771.8,10330.8,9720.5
"16_3",204.9464,330.4,3096.2,4282.7,3855.1,33913.5,35038.5,33989.6
"16_3",317.10028,330.4,3712,7794,6422,8908.1,8583.3,8895.8
"16_3",206.94363,331,5764.4,4813.6,4828.5,28094.3,26884.4,27670.8
"16_3",610.35922,331,407.3,67.2,430.5,11452.2,10998.2,12244.4
"16_3",327.09857,332.2,1281.8,740.4,1213.1,10462.4,11004.6,11489.3
"16_3",464.301,332.2,2217.6,486.8,526.1,150477.4,151300.9,150965.3
"16_3",465.30457,332.2,678.7,767.9,210.2,48313.3,47690.6,45594.3
"16_3",466.30721,332.2,457.5,131.2,232.9,7373.4,8132.2,7500.2
"16_3",511.29047,332.2,1056,851.7,314.8,74444.3,76111.3,72399.6
"16_3",512.29237,332.2,591,109.3,120.1,20970.1,22812.9,22122.4
"16_3",179.10739,332.8,6310.2,7992.7,6534.7,18367.9,15669.4,16120
"16_3",207.10256,332.8,39810.1,42119.6,39311.3,69098.7,74705.7,67252.6
"16_3",624.33852,332.8,3640.9,3489.7,3685.7,122660.1,128727.3,130489.2
"16_3",625.34362,332.8,1593,1733.8,1569.7,42510.1,50150.6,52034.4
"16_3",626.34712,332.8,2325.8,1310,1802.1,10539.4,9931.6,11149.9
"16_3",169.06593,333.4,2110.4,1902,1685,10557.5,10379.7,11652.1
"16_3",208.10594,333.4,4256.7,4870.1,4323.1,9889,9224.5,8575.1
"16_3",251.1282,333.4,32719.3,35401.9,35314.2,55959.7,57175.2,64939.6
"16_3",297.07442,333.4,1612.7,767.2,1197.2,9949.1,10343.3,9941.7
"16_3",391.06091,333.4,2318.5,2028.2,2148,10904,8374,8854.2
"16_3",427.21565,334.1,2121.9,1999,2119.3,40406,40640.6,41749.5
